motor,nombre,frase,tiempo_sintesis_s,std_tiempo_s,ttfb_s,warmup_s,duracion_audio_s,rtf,std_rtf,ram_pico_mb,cpu_pct_pico,cpu_pct_medio,wer,utmos
coqui,coqui_vits_speed10,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",6.891,0.1027,,6.322,6.86,1.004,0.015,1118.7,84.5,59.5,,
coqui,coqui_vits_speed10,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,7.01,0.1518,,7.262,7.12,0.985,0.0213,1154.4,82.2,60.1,,
coqui,coqui_vits_speed10,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",6.643,0.1935,,7.15,6.6,1.007,0.0293,1136.2,84.6,59.3,,
coqui,coqui_vits_speed10,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",7.175,0.2016,,7.329,6.87,1.044,0.0293,1209.4,84.6,59.1,,
coqui,coqui_vits_speed08,Sistema listo.,2.317,0.1994,,2.227,2.21,1.05,0.0904,1033.3,72.0,56.8,,
coqui,coqui_vits_speed08,Ruta recalculada.,2.674,0.1268,,2.296,2.72,0.984,0.0467,1039.6,72.3,58.0,,
coqui,coqui_vits_speed08,He detectado tres objetos.,2.784,0.0962,,3.016,3.0,0.929,0.0321,1039.4,67.3,57.6,,
coqui,coqui_vits_speed08,"Obstáculo detectado, deteniendo.",3.632,0.2042,,3.241,3.75,0.968,0.0544,1088.0,82.2,57.6,,
coqui,coqui_vits_speed08,Batería cargada al cien por cien.,3.168,0.0968,,3.232,3.4,0.931,0.0285,1065.5,76.8,57.7,,
coqui,coqui_vits_speed08,"Hola, soy Ana, tu robot asistente personal.",3.996,0.204,,4.278,4.09,0.978,0.0499,1119.0,77.2,58.4,,
coqui,coqui_vits_speed08,"Error: batería al quince por ciento, volviendo a la base.",4.988,0.143,,4.702,4.95,1.008,0.0289,1171.7,84.0,59.0,,
coqui,coqui_vits_speed08,"Por favor, despeja el camino para que pueda pasar.",4.215,0.1783,,4.656,4.44,0.95,0.0402,1145.1,74.6,58.5,,
coqui,coqui_vits_speed08,"Iniciando protocolo de emergencia, avisando al operador.",4.455,0.2369,,4.314,4.54,0.981,0.0522,1174.1,77.1,58.6,,
coqui,coqui_vits_speed08,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",5.055,0.2583,,5.016,5.1,0.992,0.0507,1190.7,82.1,58.2,,
coqui,coqui_vits_speed08,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,7.092,0.2147,,7.223,6.96,1.02,0.0309,1272.6,82.2,59.1,,
coqui,coqui_vits_speed08,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",6.798,0.0875,,6.654,6.5,1.046,0.0135,1262.4,84.6,59.2,,
coqui,coqui_vits_speed08,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,7.403,0.1844,,7.621,7.06,1.049,0.0261,1333.4,82.2,58.9,,
coqui,coqui_vits_speed08,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",6.758,0.1808,,6.867,6.39,1.058,0.0283,1279.0,79.7,59.1,,
coqui,coqui_vits_speed08,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",7.351,0.1987,,7.278,6.82,1.079,0.0292,1369.6,79.6,58.9,,
coqui,coqui_vits_fallback,Sistema listo.,2.495,0.2231,,2.215,2.78,0.899,0.0804,1177.5,72.5,57.2,,
coqui,coqui_vits_fallback,Ruta recalculada.,2.897,0.2594,,2.801,2.83,1.022,0.0915,1191.1,72.1,57.9,,
coqui,coqui_vits_fallback,He detectado tres objetos.,2.791,0.1103,,2.654,3.05,0.914,0.0361,1182.5,72.9,57.8,,
coqui,coqui_vits_fallback,"Obstáculo detectado, deteniendo.",3.727,0.2455,,3.491,4.06,0.917,0.0604,1201.5,79.7,58.0,,
coqui,coqui_vits_fallback,Batería cargada al cien por cien.,3.193,0.0945,,3.054,3.36,0.952,0.0282,1188.9,72.1,57.1,,
coqui,coqui_vits_fallback,"Hola, soy Ana, tu robot asistente personal.",3.88,0.082,,3.99,3.89,0.997,0.0211,1202.1,79.6,58.1,,
coqui,coqui_vits_fallback,"Error: batería al quince por ciento, volviendo a la base.",4.95,0.347,,4.811,5.04,0.982,0.0689,1248.7,82.1,58.4,,
coqui,coqui_vits_fallback,"Por favor, despeja el camino para que pueda pasar.",4.068,0.1724,,3.969,4.32,0.942,0.0399,1212.6,77.2,58.4,,
coqui,coqui_vits_fallback,"Iniciando protocolo de emergencia, avisando al operador.",4.648,0.2226,,4.613,4.59,1.013,0.0485,1264.2,82.2,58.2,,
coqui,coqui_vits_fallback,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",4.994,0.067,,5.162,4.99,1.0,0.0134,1292.4,79.6,58.4,,
coqui,coqui_vits_fallback,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,7.218,0.3136,,7.17,7.01,1.029,0.0447,1406.2,82.1,58.6,,
coqui,coqui_vits_fallback,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",6.983,0.3356,,7.161,6.71,1.041,0.05,1419.0,82.2,59.0,,
coqui,coqui_vits_fallback,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,7.396,0.2348,,7.651,7.01,1.055,0.0335,1486.3,82.1,58.8,,
coqui,coqui_vits_fallback,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",6.628,0.1331,,7.007,6.57,1.009,0.0202,1398.7,84.6,58.7,,
coqui,coqui_vits_fallback,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",7.289,0.4038,,6.966,6.92,1.053,0.0584,1524.5,82.4,59.1,,
