motor,nombre,frase,tiempo_sintesis_s,std_tiempo_s,ttfb_s,warmup_s,duracion_audio_s,rtf,std_rtf,ram_pico_mb,cpu_pct_pico,cpu_pct_medio,wer,utmos
piper,piper_es_ES-davefx-medium_slow,No puedo continuar la navegación porque el nivel de batería es insuficiente para completar el trayecto previsto.,0.413,0.0827,0.4128,0.501,6.84,0.06,0.0121,403.0,100.0,52.2,0.0,
piper,piper_es_ES-davefx-medium_slow,He actualizado el inventario de la sala de almacén y detecté que faltan tres artículos respecto al registro anterior.,0.591,0.1734,0.5903,0.564,7.35,0.08,0.0236,406.9,100.0,48.4,0.3684,
piper,piper_es_ES-davefx-medium_slow,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",0.52,0.0384,0.5191,0.7,6.25,0.083,0.0062,406.9,52.3,49.5,0.1111,
piper,piper_es_ES-davefx-medium_lowvar,Hola.,0.037,0.0113,0.0366,0.06,0.45,0.081,0.0251,406.9,47.0,32.9,1.0,
piper,piper_es_ES-davefx-medium_lowvar,Finalizado.,0.047,0.0071,0.0466,0.048,0.93,0.05,0.0076,406.9,49.9,36.6,0.0,
piper,piper_es_ES-davefx-medium_lowvar,Giro completado.,0.052,0.0073,0.0515,0.088,1.16,0.045,0.0063,406.9,49.9,24.9,0.5,
piper,piper_es_ES-davefx-medium_lowvar,"Entendido, avanzando.",0.093,0.0253,0.0926,0.107,1.61,0.058,0.0157,406.9,49.8,47.9,0.0,
piper,piper_es_ES-davefx-medium_lowvar,Ruta recalculada.,0.095,0.003,0.0942,0.11,1.17,0.081,0.0026,406.9,49.8,49.5,0.5,
piper,piper_es_ES-davefx-medium_lowvar,Modo pausa activado.,0.122,0.0253,0.1216,0.116,1.35,0.091,0.0188,406.9,100.0,55.0,0.3333,
piper,piper_es_ES-davefx-medium_lowvar,Conexión perdida.,0.102,0.0185,0.102,0.089,1.16,0.088,0.016,407.0,49.8,48.6,0.0,
piper,piper_es_ES-davefx-medium_lowvar,Sistema listo.,0.108,0.0097,0.1072,0.108,1.11,0.097,0.0087,407.0,52.2,48.7,0.0,
piper,piper_es_ES-davefx-medium_lowvar,He detectado tres objetos.,0.135,0.0194,0.1342,0.176,1.78,0.076,0.0109,407.0,100.0,53.1,0.0,
piper,piper_es_ES-davefx-medium_lowvar,Navegando hacia la cocina.,0.144,0.0243,0.1436,0.141,1.49,0.097,0.0163,407.0,52.0,47.7,0.25,
piper,piper_es_ES-davefx-medium_lowvar,Estoy acoplada en la base.,0.122,0.0143,0.1211,0.14,1.43,0.085,0.01,407.0,49.8,48.6,0.0,
piper,piper_es_ES-davefx-medium_lowvar,No puedo hacer eso ahora.,0.117,0.0028,0.1167,0.132,1.29,0.091,0.0022,407.0,49.9,48.2,0.0,
piper,piper_es_ES-davefx-medium_lowvar,"Obstáculo detectado, deteniendo.",0.191,0.0286,0.1907,0.191,2.03,0.094,0.0141,407.0,52.3,46.9,0.3333,
piper,piper_es_ES-davefx-medium_lowvar,Sensor de distancia activo.,0.122,0.0115,0.1213,0.102,1.58,0.077,0.0073,407.0,51.8,48.6,0.0,
piper,piper_es_ES-davefx-medium_lowvar,Batería cargada al cien por cien.,0.144,0.0136,0.1436,0.167,1.83,0.079,0.0074,407.0,52.2,48.4,0.6667,
piper,piper_es_ES-davefx-medium_lowvar,"No entiendo, por favor repite el comando.",0.133,0.0058,0.1324,0.162,2.04,0.065,0.0028,407.0,100.0,53.4,0.1429,
piper,piper_es_ES-davefx-medium_lowvar,Veo una persona y una silla delante.,0.186,0.0094,0.1859,0.149,2.03,0.092,0.0046,407.0,100.0,52.1,0.1429,
piper,piper_es_ES-davefx-medium_lowvar,"Hola, soy Ana, tu robot asistente personal.",0.202,0.0147,0.2019,0.244,2.44,0.083,0.006,407.0,52.3,49.4,0.5714,
piper,piper_es_ES-davefx-medium_lowvar,"Tiempo agotado, por favor intenta de nuevo.",0.166,0.0217,0.1632,0.176,2.18,0.076,0.0099,407.0,49.8,49.3,0.2857,
piper,piper_es_ES-davefx-medium_lowvar,Iniciando secuencia de navegación autónoma.,0.196,0.0061,0.1957,0.237,2.32,0.084,0.0026,407.0,52.2,50.3,0.6,
piper,piper_es_ES-davefx-medium_lowvar,¿Puedes repetirlo? No te he oído bien.,0.187,0.0212,0.0965,0.203,2.25,0.083,0.0094,407.0,52.0,49.3,0.1429,
piper,piper_es_ES-davefx-medium_lowvar,El robot TB4 usa ROS 2 Humble sobre Ubuntu.,0.22,0.0091,0.2193,0.251,3.41,0.064,0.0027,407.0,52.2,48.4,0.4444,
piper,piper_es_ES-davefx-medium_lowvar,"Error: batería al quince por ciento, volviendo a la base.",0.252,0.0285,0.2518,0.27,3.02,0.084,0.0095,407.0,51.4,48.3,0.3,
piper,piper_es_ES-davefx-medium_lowvar,"Por favor, despeja el camino para que pueda pasar.",0.209,0.006,0.2081,0.186,2.47,0.084,0.0024,407.0,100.0,51.4,0.0,
piper,piper_es_ES-davefx-medium_lowvar,"Hay tres personas, dos sillas y una mesa en la habitación.",0.226,0.0308,0.2257,0.292,3.12,0.072,0.0098,407.0,52.1,49.6,0.0909,
piper,piper_es_ES-davefx-medium_lowvar,Son las catorce horas y la temperatura es de veintidós grados.,0.254,0.0268,0.2523,0.293,3.51,0.072,0.0076,407.0,52.2,49.5,0.1818,
piper,piper_es_ES-davefx-medium_lowvar,He completado la tarea de inspección del pasillo norte.,0.216,0.058,0.2156,0.205,2.87,0.075,0.0202,407.0,100.0,51.6,0.0,
piper,piper_es_ES-davefx-medium_lowvar,El mapa ha sido actualizado con los nuevos obstáculos detectados.,0.268,0.0262,0.268,0.331,3.58,0.075,0.0073,407.0,52.2,48.9,0.0,
piper,piper_es_ES-davefx-medium_lowvar,La velocidad máxima ha sido reducida al cincuenta por ciento.,0.255,0.0261,0.2548,0.308,3.48,0.073,0.0075,407.0,100.0,50.7,0.1,
piper,piper_es_ES-davefx-medium_lowvar,No se encontró ningún objeto en el área de búsqueda.,0.217,0.0247,0.2152,0.239,2.74,0.079,0.009,407.0,49.9,49.2,0.0,
piper,piper_es_ES-davefx-medium_lowvar,Esperando instrucciones en el punto de espera designado.,0.223,0.031,0.2222,0.281,3.04,0.073,0.0102,407.0,100.0,51.7,0.0,
piper,piper_es_ES-davefx-medium_lowvar,"Iniciando protocolo de emergencia, avisando al operador.",0.252,0.0241,0.251,0.273,3.12,0.081,0.0077,407.0,51.5,49.3,0.5714,
piper,piper_es_ES-davefx-medium_lowvar,¿Deseas que repita el mensaje o continúo con la tarea?,0.209,0.0326,0.209,0.192,2.68,0.078,0.0121,407.0,51.1,48.5,0.4,
piper,piper_es_ES-davefx-medium_lowvar,Temperatura del motor dentro de los límites normales de operación.,0.289,0.0181,0.2881,0.3,3.42,0.084,0.0053,407.0,52.2,49.3,0.0,
piper,piper_es_ES-davefx-medium_lowvar,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",0.244,0.0035,0.2434,0.239,3.39,0.072,0.001,407.0,52.1,49.7,0.0,
piper,piper_es_ES-davefx-medium_lowvar,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,0.446,0.0501,0.4453,0.516,5.78,0.077,0.0087,407.0,54.7,49.1,0.0,
piper,piper_es_ES-davefx-medium_lowvar,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",0.391,0.0335,0.3871,0.314,5.29,0.074,0.0063,407.0,52.1,49.2,0.2632,
piper,piper_es_ES-davefx-medium_lowvar,He completado el reconocimiento de la planta baja y no encontré ninguna anomalía en las áreas inspeccionadas.,0.407,0.0419,0.4061,0.455,5.85,0.07,0.0072,407.0,100.0,50.8,0.0,
piper,piper_es_ES-davefx-medium_lowvar,"Para ejecutar este comando necesito que confirmes la operación, ya que implica mover objetos en el entorno.",0.426,0.0584,0.4244,0.473,5.72,0.074,0.0102,407.0,52.2,49.5,0.1765,
piper,piper_es_ES-davefx-medium_lowvar,El sensor de ultrasonidos ha detectado un objeto a treinta centímetros de distancia en el lateral derecho.,0.415,0.0766,0.4139,0.432,5.72,0.072,0.0134,407.0,52.1,48.5,0.2941,
piper,piper_es_ES-davefx-medium_lowvar,Actualmente estoy procesando el mapa del entorno y calculando la ruta óptima hacia el punto de destino.,0.363,0.0316,0.362,0.39,5.5,0.066,0.0057,407.0,52.2,49.5,0.1765,
piper,piper_es_ES-davefx-medium_lowvar,No he podido completar la tarea porque la puerta de acceso a la sala estaba bloqueada desde el interior.,0.369,0.0219,0.3682,0.35,4.98,0.074,0.0044,407.0,100.0,51.3,0.0,
piper,piper_es_ES-davefx-medium_lowvar,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,0.395,0.0388,0.3947,0.362,5.83,0.068,0.0067,407.1,52.1,49.1,0.2857,
piper,piper_es_ES-davefx-medium_lowvar,Se ha producido un error en el módulo de planificación de rutas y el sistema ha reiniciado automáticamente.,0.425,0.0379,0.4227,0.389,5.91,0.072,0.0064,407.1,52.2,49.8,0.2222,
piper,piper_es_ES-davefx-medium_lowvar,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",0.375,0.0318,0.3744,0.342,5.2,0.072,0.0061,407.1,52.3,49.5,0.0,
piper,piper_es_ES-davefx-medium_lowvar,"He registrado una anomalía en el sensor de temperatura del motor izquierdo, te recomiendo una revisión técnica.",0.445,0.0593,0.4448,0.423,6.1,0.073,0.0097,407.1,100.0,50.6,0.1765,
piper,piper_es_ES-davefx-medium_lowvar,La tarea de entrega ha sido completada con éxito y el paquete depositado en el lugar indicado.,0.273,0.0288,0.2722,0.302,5.13,0.053,0.0056,407.1,100.0,51.2,0.0,
piper,piper_es_ES-davefx-medium_lowvar,No puedo continuar la navegación porque el nivel de batería es insuficiente para completar el trayecto previsto.,0.373,0.055,0.3723,0.294,5.7,0.065,0.0097,407.1,100.0,51.4,0.0588,
piper,piper_es_ES-davefx-medium_lowvar,He actualizado el inventario de la sala de almacén y detecté que faltan tres artículos respecto al registro anterior.,0.374,0.0716,0.3722,0.31,6.26,0.06,0.0114,407.2,52.7,50.0,0.1579,
piper,piper_es_ES-davefx-medium_lowvar,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",0.356,0.0076,0.3551,0.376,5.19,0.069,0.0015,407.2,52.2,49.8,0.1667,
piper,piper_es_ES-davefx-medium_highvar,Hola.,0.027,0.0011,0.0273,0.03,0.43,0.064,0.0027,407.2,44.8,11.2,1.0,
piper,piper_es_ES-davefx-medium_highvar,Finalizado.,0.042,0.011,0.0414,0.052,0.93,0.045,0.0118,407.2,49.9,24.9,0.0,
piper,piper_es_ES-davefx-medium_highvar,Giro completado.,0.052,0.0104,0.0523,0.043,1.13,0.047,0.0092,407.2,100.0,54.2,0.5,
piper,piper_es_ES-davefx-medium_highvar,"Entendido, avanzando.",0.068,0.0114,0.0678,0.093,1.71,0.04,0.0067,407.2,49.9,48.6,0.0,
piper,piper_es_ES-davefx-medium_highvar,Ruta recalculada.,0.042,0.0045,0.0419,0.056,1.24,0.034,0.0036,407.2,0.0,0.0,1.0,
piper,piper_es_ES-davefx-medium_highvar,Modo pausa activado.,0.046,0.0022,0.0456,0.059,1.3,0.035,0.0017,407.2,49.8,12.4,0.6667,
piper,piper_es_ES-davefx-medium_highvar,Conexión perdida.,0.04,0.0018,0.04,0.053,1.16,0.035,0.0016,407.2,47.3,11.8,0.0,
piper,piper_es_ES-davefx-medium_highvar,Sistema listo.,0.038,0.0006,0.0376,0.048,1.15,0.033,0.0005,407.2,100.0,29.9,0.0,
piper,piper_es_ES-davefx-medium_highvar,He detectado tres objetos.,0.059,0.0043,0.0586,0.068,1.82,0.032,0.0024,407.2,52.1,49.1,0.0,
piper,piper_es_ES-davefx-medium_highvar,Navegando hacia la cocina.,0.054,0.003,0.0534,0.061,1.54,0.035,0.002,407.2,49.9,36.0,0.25,
piper,piper_es_ES-davefx-medium_highvar,Estoy acoplada en la base.,0.056,0.0091,0.0554,0.057,1.49,0.037,0.0061,407.2,49.8,23.0,0.2,
piper,piper_es_ES-davefx-medium_highvar,No puedo hacer eso ahora.,0.047,0.0022,0.0473,0.06,1.35,0.035,0.0016,407.2,49.8,12.4,0.0,
piper,piper_es_ES-davefx-medium_highvar,"Obstáculo detectado, deteniendo.",0.069,0.0022,0.0687,0.083,2.1,0.033,0.0011,407.2,49.9,49.8,0.3333,
piper,piper_es_ES-davefx-medium_highvar,Sensor de distancia activo.,0.055,0.0008,0.055,0.071,1.61,0.034,0.0005,407.2,49.9,49.8,0.25,
piper,piper_es_ES-davefx-medium_highvar,Batería cargada al cien por cien.,0.072,0.0127,0.0722,0.08,1.87,0.039,0.0068,407.2,49.9,48.2,0.5,
piper,piper_es_ES-davefx-medium_highvar,"No entiendo, por favor repite el comando.",0.082,0.0156,0.0814,0.094,2.18,0.037,0.0072,407.2,49.9,49.9,0.1429,
piper,piper_es_ES-davefx-medium_highvar,Veo una persona y una silla delante.,0.074,0.0008,0.0742,0.092,2.11,0.035,0.0004,407.2,52.3,49.8,0.1429,
piper,piper_es_ES-davefx-medium_highvar,"Hola, soy Ana, tu robot asistente personal.",0.095,0.0154,0.0947,0.121,2.48,0.038,0.0062,407.2,49.9,48.8,0.2857,
piper,piper_es_ES-davefx-medium_highvar,"Tiempo agotado, por favor intenta de nuevo.",0.08,0.0021,0.0796,0.098,2.29,0.035,0.0009,407.2,50.6,48.7,0.1429,
piper,piper_es_ES-davefx-medium_highvar,Iniciando secuencia de navegación autónoma.,0.085,0.0027,0.0848,0.098,2.39,0.036,0.0011,407.2,52.3,49.1,0.4,
piper,piper_es_ES-davefx-medium_highvar,¿Puedes repetirlo? No te he oído bien.,0.083,0.0038,0.0385,0.103,2.35,0.035,0.0016,407.2,52.0,49.3,0.4286,
piper,piper_es_ES-davefx-medium_highvar,El robot TB4 usa ROS 2 Humble sobre Ubuntu.,0.157,0.0363,0.1567,0.136,3.39,0.046,0.0107,407.2,51.9,48.1,0.8889,
piper,piper_es_ES-davefx-medium_highvar,"Error: batería al quince por ciento, volviendo a la base.",0.181,0.0024,0.1812,0.187,3.18,0.057,0.0007,407.2,52.3,49.4,0.3,
piper,piper_es_ES-davefx-medium_highvar,"Por favor, despeja el camino para que pueda pasar.",0.164,0.009,0.1632,0.166,2.69,0.061,0.0034,407.2,52.1,47.1,0.0,
piper,piper_es_ES-davefx-medium_highvar,"Hay tres personas, dos sillas y una mesa en la habitación.",0.185,0.029,0.1843,0.179,3.13,0.059,0.0093,407.2,52.3,49.0,0.1818,
piper,piper_es_ES-davefx-medium_highvar,Son las catorce horas y la temperatura es de veintidós grados.,0.257,0.0531,0.2557,0.235,3.68,0.07,0.0144,407.2,52.2,49.0,0.2727,
piper,piper_es_ES-davefx-medium_highvar,He completado la tarea de inspección del pasillo norte.,0.26,0.0269,0.2593,0.226,2.97,0.088,0.009,407.2,54.6,48.5,0.0,
piper,piper_es_ES-davefx-medium_highvar,El mapa ha sido actualizado con los nuevos obstáculos detectados.,0.269,0.0619,0.2687,0.304,3.6,0.075,0.0172,407.2,100.0,52.1,0.5,
piper,piper_es_ES-davefx-medium_highvar,La velocidad máxima ha sido reducida al cincuenta por ciento.,0.222,0.027,0.221,0.241,3.6,0.062,0.0075,407.2,100.0,53.0,0.3,
piper,piper_es_ES-davefx-medium_highvar,No se encontró ningún objeto en el área de búsqueda.,0.16,0.0119,0.1595,0.208,2.79,0.057,0.0043,407.2,100.0,51.2,0.0,
piper,piper_es_ES-davefx-medium_highvar,Esperando instrucciones en el punto de espera designado.,0.196,0.0288,0.1957,0.269,3.09,0.063,0.0093,407.2,52.3,50.0,0.0,
piper,piper_es_ES-davefx-medium_highvar,"Iniciando protocolo de emergencia, avisando al operador.",0.222,0.0415,0.2214,0.278,3.17,0.07,0.0131,407.2,100.0,53.6,0.7143,
piper,piper_es_ES-davefx-medium_highvar,¿Deseas que repita el mensaje o continúo con la tarea?,0.163,0.0247,0.1629,0.189,2.75,0.059,0.009,407.2,52.3,50.2,0.1,
piper,piper_es_ES-davefx-medium_highvar,Temperatura del motor dentro de los límites normales de operación.,0.312,0.0303,0.3112,0.343,3.74,0.083,0.0081,407.2,49.8,48.6,0.2,
piper,piper_es_ES-davefx-medium_highvar,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",0.313,0.0066,0.3128,0.304,3.61,0.087,0.0018,407.2,100.0,50.9,0.0,
piper,piper_es_ES-davefx-medium_highvar,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,0.434,0.0064,0.4319,0.545,6.03,0.072,0.0011,407.2,52.3,49.3,0.0556,
piper,piper_es_ES-davefx-medium_highvar,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",0.394,0.0216,0.393,0.459,5.4,0.073,0.004,407.2,52.2,49.2,0.2105,
piper,piper_es_ES-davefx-medium_highvar,He completado el reconocimiento de la planta baja y no encontré ninguna anomalía en las áreas inspeccionadas.,0.538,0.0497,0.5377,0.433,5.94,0.091,0.0084,407.2,100.0,49.0,0.0588,
piper,piper_es_ES-davefx-medium_highvar,"Para ejecutar este comando necesito que confirmes la operación, ya que implica mover objetos en el entorno.",0.474,0.048,0.4737,0.49,5.96,0.08,0.0081,407.2,52.1,49.1,0.5294,
piper,piper_es_ES-davefx-medium_highvar,El sensor de ultrasonidos ha detectado un objeto a treinta centímetros de distancia en el lateral derecho.,0.483,0.0165,0.4813,0.494,5.79,0.083,0.0029,407.3,52.1,48.7,0.2941,
piper,piper_es_ES-davefx-medium_highvar,Actualmente estoy procesando el mapa del entorno y calculando la ruta óptima hacia el punto de destino.,0.416,0.0434,0.4151,0.47,5.74,0.072,0.0076,407.3,100.0,51.2,0.1765,
piper,piper_es_ES-davefx-medium_highvar,No he podido completar la tarea porque la puerta de acceso a la sala estaba bloqueada desde el interior.,0.33,0.0461,0.3278,0.445,5.27,0.063,0.0087,407.3,52.2,49.8,0.0526,
piper,piper_es_ES-davefx-medium_highvar,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,0.358,0.0519,0.3572,0.345,6.21,0.058,0.0084,407.3,100.0,51.2,0.2857,
piper,piper_es_ES-davefx-medium_highvar,Se ha producido un error en el módulo de planificación de rutas y el sistema ha reiniciado automáticamente.,0.536,0.0833,0.5335,0.472,6.23,0.086,0.0134,407.3,52.2,48.3,0.2778,
piper,piper_es_ES-davefx-medium_highvar,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",0.384,0.0533,0.3835,0.49,5.35,0.072,0.01,407.3,72.7,50.6,0.0,
piper,piper_es_ES-davefx-medium_highvar,"He registrado una anomalía en el sensor de temperatura del motor izquierdo, te recomiendo una revisión técnica.",0.328,0.0241,0.3263,0.478,6.39,0.051,0.0038,407.3,52.3,49.6,0.1176,
piper,piper_es_ES-davefx-medium_highvar,La tarea de entrega ha sido completada con éxito y el paquete depositado en el lugar indicado.,0.279,0.011,0.2782,0.278,5.34,0.052,0.0021,407.3,54.7,50.2,0.0,
piper,piper_es_ES-davefx-medium_highvar,No puedo continuar la navegación porque el nivel de batería es insuficiente para completar el trayecto previsto.,0.303,0.0074,0.3024,0.34,6.03,0.05,0.0012,407.3,100.0,52.0,0.0,
piper,piper_es_ES-davefx-medium_highvar,He actualizado el inventario de la sala de almacén y detecté que faltan tres artículos respecto al registro anterior.,0.337,0.0105,0.336,0.348,6.47,0.052,0.0016,407.3,100.0,51.8,0.2105,
piper,piper_es_ES-davefx-medium_highvar,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",0.292,0.0149,0.2919,0.308,5.54,0.053,0.0027,407.3,100.0,51.9,0.4444,
coqui,coqui_vits_speed08,Hola.,0.066,0.0232,,0.192,1.34,0.049,0.0174,1227.6,49.9,45.1,0.0,
coqui,coqui_vits_speed08,Finalizado.,0.131,0.0035,,0.171,3.15,0.042,0.0011,1283.9,49.9,49.2,1.0,
coqui,coqui_vits_speed08,Giro completado.,0.102,0.0087,,0.146,2.13,0.048,0.0041,1307.1,50.2,42.6,0.5,
coqui,coqui_vits_speed08,"Entendido, avanzando.",0.138,0.006,,0.155,3.5,0.04,0.0017,1341.7,49.9,48.5,0.0,
coqui,coqui_vits_speed08,Ruta recalculada.,0.102,0.0181,,0.147,3.18,0.032,0.0057,1360.0,52.2,47.6,0.5,
coqui,coqui_vits_speed08,Modo pausa activado.,0.132,0.0234,,0.183,3.46,0.038,0.0068,1359.6,49.9,49.2,0.0,
coqui,coqui_vits_speed08,Conexión perdida.,0.107,0.0221,,0.159,2.57,0.042,0.0086,1360.3,52.3,46.7,0.0,
coqui,coqui_vits_speed08,Sistema listo.,0.105,0.0148,,0.135,2.28,0.046,0.0065,1360.3,51.4,46.0,0.0,
coqui,coqui_vits_speed08,He detectado tres objetos.,0.121,0.0088,,0.139,3.14,0.039,0.0028,1359.9,49.9,48.9,0.25,
coqui,coqui_vits_speed08,Navegando hacia la cocina.,0.122,0.027,,0.167,3.24,0.038,0.0083,1360.0,52.4,47.9,0.25,
coqui,coqui_vits_speed08,Estoy acoplada en la base.,0.129,0.0363,,0.099,2.69,0.048,0.0135,1360.0,52.3,48.2,0.2,
coqui,coqui_vits_speed08,No puedo hacer eso ahora.,0.12,0.0092,,0.139,2.18,0.055,0.0042,1360.3,49.9,47.4,0.4,
coqui,coqui_vits_speed08,"Obstáculo detectado, deteniendo.",0.174,0.0097,,0.162,3.66,0.047,0.0026,1361.7,49.9,47.5,1.0,
coqui,coqui_vits_speed08,Sensor de distancia activo.,0.125,0.009,,0.13,2.62,0.048,0.0034,1361.5,52.2,49.5,1.0,
coqui,coqui_vits_speed08,Batería cargada al cien por cien.,0.145,0.0126,,0.144,3.48,0.042,0.0036,1361.4,52.4,46.8,1.0,
coqui,coqui_vits_speed08,"No entiendo, por favor repite el comando.",0.178,0.0101,,0.185,4.03,0.044,0.0025,1397.0,49.9,46.8,0.0,
coqui,coqui_vits_speed08,Veo una persona y una silla delante.,0.216,0.0231,,0.212,4.23,0.051,0.0055,1417.8,100.0,49.1,0.1429,
coqui,coqui_vits_speed08,"Hola, soy Ana, tu robot asistente personal.",0.204,0.0551,,0.24,4.01,0.051,0.0137,1421.3,52.3,42.9,0.7143,
coqui,coqui_vits_speed08,"Tiempo agotado, por favor intenta de nuevo.",0.199,0.0513,,0.292,4.12,0.048,0.0125,1421.9,52.2,44.0,0.2857,
coqui,coqui_vits_speed08,Iniciando secuencia de navegación autónoma.,0.255,0.0161,,0.287,4.42,0.058,0.0036,1422.9,62.8,45.8,0.6,
coqui,coqui_vits_speed08,¿Puedes repetirlo? No te he oído bien.,0.276,0.029,,0.302,4.29,0.064,0.0068,1422.4,54.7,49.0,0.1429,
coqui,coqui_vits_speed08,El robot TB4 usa ROS 2 Humble sobre Ubuntu.,0.253,0.0215,,0.281,4.25,0.06,0.0051,1402.5,49.8,46.7,1.0,
coqui,coqui_vits_speed08,"Error: batería al quince por ciento, volviendo a la base.",0.29,0.0143,,0.336,4.99,0.058,0.0029,1470.9,49.9,45.5,0.5,
coqui,coqui_vits_speed08,"Por favor, despeja el camino para que pueda pasar.",0.209,0.0234,,0.25,4.45,0.047,0.0053,1471.8,52.3,44.2,0.0,
coqui,coqui_vits_speed08,"Hay tres personas, dos sillas y una mesa en la habitación.",0.289,0.0146,,0.328,5.17,0.056,0.0028,1473.5,52.2,46.8,0.0,
coqui,coqui_vits_speed08,Son las catorce horas y la temperatura es de veintidós grados.,0.244,0.04,,0.288,4.58,0.053,0.0087,1473.6,52.2,48.7,0.1818,
coqui,coqui_vits_speed08,He completado la tarea de inspección del pasillo norte.,0.254,0.0852,,0.297,5.02,0.051,0.017,1472.8,50.3,38.7,0.0,
coqui,coqui_vits_speed08,El mapa ha sido actualizado con los nuevos obstáculos detectados.,0.286,0.0195,,0.264,4.95,0.058,0.0039,1455.0,52.3,44.6,0.0,
coqui,coqui_vits_speed08,La velocidad máxima ha sido reducida al cincuenta por ciento.,0.32,0.0079,,0.333,4.89,0.066,0.0016,1481.0,52.3,43.6,0.6,
coqui,coqui_vits_speed08,No se encontró ningún objeto en el área de búsqueda.,0.233,0.023,,0.28,3.92,0.059,0.0059,1480.8,62.8,44.9,0.1,
coqui,coqui_vits_speed08,Esperando instrucciones en el punto de espera designado.,0.312,0.1475,,0.286,4.39,0.071,0.0336,1480.7,52.3,43.2,0.0,
coqui,coqui_vits_speed08,"Iniciando protocolo de emergencia, avisando al operador.",0.491,0.0309,,1.261,4.46,0.11,0.0069,1480.5,52.3,44.9,0.5714,
coqui,coqui_vits_speed08,¿Deseas que repita el mensaje o continúo con la tarea?,0.296,0.0494,,0.412,4.3,0.069,0.0115,1479.9,52.2,49.1,0.3,
coqui,coqui_vits_speed08,Temperatura del motor dentro de los límites normales de operación.,0.242,0.0343,,0.282,4.89,0.049,0.007,1440.1,52.2,48.6,0.1,
coqui,coqui_vits_speed08,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",0.298,0.0048,,0.281,5.18,0.057,0.0009,1478.9,100.0,49.5,0.0,
coqui,coqui_vits_speed08,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,0.384,0.0198,,0.489,6.84,0.056,0.0029,1596.6,52.3,46.5,0.0,
coqui,coqui_vits_speed08,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",0.362,0.0125,,0.377,6.79,0.053,0.0018,1597.8,52.3,46.1,0.0526,
coqui,coqui_vits_speed08,He completado el reconocimiento de la planta baja y no encontré ninguna anomalía en las áreas inspeccionadas.,0.384,0.0931,,0.393,6.73,0.057,0.0138,1600.0,52.3,42.4,0.0,
coqui,coqui_vits_speed08,"Para ejecutar este comando necesito que confirmes la operación, ya que implica mover objetos en el entorno.",0.422,0.024,,0.428,7.38,0.057,0.0033,1718.1,52.2,44.8,0.1765,
coqui,coqui_vits_speed08,El sensor de ultrasonidos ha detectado un objeto a treinta centímetros de distancia en el lateral derecho.,0.367,0.0497,,0.41,6.91,0.053,0.0072,1661.3,52.2,47.5,0.1176,
coqui,coqui_vits_speed08,Actualmente estoy procesando el mapa del entorno y calculando la ruta óptima hacia el punto de destino.,0.37,0.0509,,0.44,6.8,0.054,0.0075,1661.4,52.3,46.5,0.2353,
coqui,coqui_vits_speed08,No he podido completar la tarea porque la puerta de acceso a la sala estaba bloqueada desde el interior.,0.326,0.064,,0.342,6.39,0.051,0.01,1660.2,52.3,46.3,0.0,
coqui,coqui_vits_speed08,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,0.386,0.0404,,0.44,7.07,0.055,0.0057,1659.8,61.3,45.4,0.3333,
coqui,coqui_vits_speed08,Se ha producido un error en el módulo de planificación de rutas y el sistema ha reiniciado automáticamente.,0.48,0.111,,0.516,7.3,0.066,0.0152,1620.0,52.3,45.5,0.1111,
coqui,coqui_vits_speed08,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",0.329,0.0626,,0.432,6.53,0.05,0.0096,1619.7,63.3,48.6,0.1111,
coqui,coqui_vits_speed08,"He registrado una anomalía en el sensor de temperatura del motor izquierdo, te recomiendo una revisión técnica.",0.41,0.0291,,0.433,6.92,0.059,0.0042,1620.3,52.3,45.7,0.1176,
coqui,coqui_vits_speed08,La tarea de entrega ha sido completada con éxito y el paquete depositado en el lugar indicado.,0.397,0.0504,,0.44,7.67,0.052,0.0066,1620.3,100.0,48.1,0.0,
coqui,coqui_vits_speed08,No puedo continuar la navegación porque el nivel de batería es insuficiente para completar el trayecto previsto.,0.4,0.0436,,0.434,7.52,0.053,0.0058,1620.7,52.3,46.1,0.0,
